,actor loss,critic loss
0,-8.553346486886342,83.84021123250325
1,-8.264083309968312,80.32789262135823
2,-7.792525800069173,74.17985229492187
3,-5.680945611000061,52.09574891726176
4,-5.663364108403524,50.922003173828124
5,-3.7414061417182287,41.83933499654134
6,-1.673758232841889,35.05064078966777
7,-2.4740259282290937,31.768534247080485
8,-1.9058147457738717,37.32191406885783
9,-2.0135092321783303,42.11752360661824
10,-1.4190503142774105,46.93496724764506
11,0.9369174869420628,45.38891968727112
12,0.04807424261234701,41.59749784469604
13,-0.8725149769956867,38.58167872428894
14,-0.8858237487884859,36.77929159800212
15,-0.3202338910040756,45.05510562260945
16,0.10461267333788177,36.87104086875915
17,-1.6880552949228635,43.71073263486226
18,0.5540939496830106,41.64886589050293
19,-0.9129746593069286,47.30849553743998
20,0.16110159928599993,48.76152207056681
21,0.4412713466367374,45.0216626962026
22,1.6517195442070565,30.424949359893798
23,-0.5305695930185418,33.69469567934672
24,-1.8758001352349918,44.06171859105428
25,0.9248841879578928,45.49412349065145
26,-1.3634256285460045,36.62523600260417
27,0.09863921714325746,39.88322116533915
28,1.1723663623755176,40.67375338872274
29,1.0206674044330915,36.940435616175336
30,-1.6153587312127153,49.408337910970054
31,0.10862981251751383,40.91542181968689
32,0.34989498284024495,46.26457009315491
33,-0.2815666558220983,45.71319495836894
34,0.7800025186501444,44.5721960067749
35,-1.362368023240318,61.078689416249595
36,1.1514694338509193,35.69042394955953
37,-1.787782367443045,49.61729354858399
38,-1.5459902954287827,58.85471560160319
39,2.0111136941239236,41.4689195950826
40,-0.3729531332229575,52.05890413920085
41,-0.11905493000522256,48.013704776763916
42,0.11404378513495127,50.040758816401166
43,-2.602971509595712,57.115346622467044
44,-1.6715582648913065,54.39405371348063
45,-1.0829227104006955,69.02262372970581
46,0.8660586525996526,60.833485221862794
47,-1.0385115077563871,75.36186008453369
48,1.9201268296378353,72.9180746714274
49,0.09106693314388395,59.60043840408325
50,0.8802426537809273,59.94292736053467
51,-2.9334781977037587,56.43785209655762
52,-1.641992907660703,78.58664747873942
53,0.9200902153893064,64.1273276646932
54,2.687640162743628,73.48009271621704
55,-1.2746276079521826,64.99232562383015
56,-1.5572335647108655,74.62199716567993
57,0.36935744937509296,65.44098421732585
58,1.2867017091251909,51.090561326344805
59,-2.7353558535377185,55.66124118169149
60,-3.6210801119605702,69.34681129455566
61,2.9702826098849378,79.07338517506918
62,3.1740091880162558,53.3756551583608
63,-3.652826890597741,46.159741671880084
64,-0.3568733222937832,50.32966055870056
65,-1.3353964934435985,64.83601239522298
66,-1.71400230412061,47.4859112739563
67,0.8500300474154453,77.4862280845642
68,-6.2327430069446565,43.79914476076762
69,3.1983825207998353,106.51881465911865
70,-2.535531684337184,69.85770775477091
71,3.0658834002912045,93.95147698720297
72,-0.7808525303533922,77.62565679550171
73,2.0472001429026325,72.62634855906168
74,1.1847583847896506,72.16754150390625
75,-6.308983492851257,42.81861953735351
76,-0.06572259869426489,82.84972648620605
77,-1.410180497635156,95.56812035242716
78,-1.0476004398117462,142.7362912495931
79,-1.0727565158779422,104.51566823323567
80,0.720671969652176,97.79415165583292
81,-1.3550431866353998,69.90443088213603
82,3.498097359140714,113.12756592432657
83,-1.0930992502253503,109.1311910311381
84,-0.45995835775199034,82.99665301640829
85,1.785684640519321,126.65818392435709
86,-0.5062136567818621,69.22081979115804
87,0.9111272718136509,92.01047312418619
88,-1.7393012737234435,82.0757625579834
89,3.6104502358163395,92.01185464859009
90,-1.1503032608423382,96.02214336395264
91,1.9182331985638787,109.24728253682454
92,-2.022552359228333,62.88661131858826
93,1.116945759781326,88.13766330083212
94,-2.719610190888246,45.842545906702675
95,-1.3167556481591116,60.41018826166789
96,0.025228839258973797,102.20147352218628
97,1.5923164588709673,72.85743265151977
98,-3.8958491792281467,50.7334729830424
99,-1.9729481051675974,82.76075407663981
100,-0.3674725820620855,109.09355719884236
101,-1.4047337256527195,94.3594080289205
102,-2.1733404708560555,72.0802074432373
103,3.458394726117452,110.32472041447957
104,2.55361837951156,155.88186009724936
105,1.484548074565828,115.84131704966227
106,0.9429091472178698,112.32223768234253
107,-1.4163557630032302,116.45270055135092
108,-3.853888143102328,48.653946256637575
109,-1.9240521603574356,53.36742763519287
110,0.7495236691863586,69.69785194396972
111,-0.8039087165767947,83.15198500951131
112,-2.116616568962733,29.215811920166015
