,scores
461,-14.425329669706233
462,-13.440937836399478
463,-14.119630083819587
464,-13.203077732290108
465,-14.090754652716388
466,-13.854220794594546
467,85.86673260310721
468,-13.857288546212342
469,-13.763683175066063
470,-14.157164571814333
471,-15.570400483353893
472,-14.343718307857804
473,-15.497064155843288
474,86.83961410311736
475,-13.831500954355315
476,-19.567935229725578
477,-14.283384040123869
478,83.86720082471393
479,87.26330646119177
480,87.61490911463295
481,90.01517113313578
482,82.07180936492551
483,-15.550706784318269
484,83.92591993525528
485,81.64433189653508
486,86.54405017912562
487,-17.93249606182962
488,-22.5488205321916
489,80.1885623594028
490,76.92629467422401
491,77.74154175604775
492,-20.364432535121665
493,80.01557854704558
494,-19.814281251429442
495,-20.457812171618226
496,-20.51262338016309
497,-24.33925815696889
498,-27.199544180651365
499,84.17290402577169
500,73.8576487563486
501,-25.208510931032357
502,71.88560315628341
503,77.28651705104474
504,-27.183760404379253
505,78.1836927584888
506,75.58200774257534
507,-24.58055705186296
508,74.54441064752737
509,77.06082568340258
510,81.27683807336592
511,-21.66990817559833
512,68.7688060053402
513,83.06873267156219
514,83.03056883276625
515,76.06785709033319
516,-22.518600785433073
517,72.57256533043446
518,77.1655649147844
519,74.93996844488409
520,76.47423255786028
521,-33.06478506047354
522,79.48783141247705
523,70.42670929700864
524,78.44262041465522
525,67.84300938733479
526,80.34195260491566
527,73.83685794230402
528,73.94868376790063
529,72.70940757112342
530,67.53190221311667
531,71.70927337109453
532,79.52835775235695
533,80.1644747364856
534,73.27639085419645
535,78.45854388225811
536,80.1161904186962
537,75.13578385912021
538,84.40515693022564
539,78.73455763465205
540,84.68931575246336
541,80.11252769507779
542,84.02859027784189
543,85.36920251006092
544,79.9103170283331
545,80.32952276276973
546,78.35879814834183
547,70.66329577512332
548,70.92300417679087
549,84.24724739077357
550,77.18606019579641
551,77.28861872170327
552,84.08333685850158
553,78.24535455853406
554,85.09936318819389
555,82.53061755367564
556,84.28644331991191
557,82.87382118605218
558,83.40304624017355
559,79.35612526738866
560,84.41803635323336
561,81.28996140995332
562,88.37854027743668
563,82.38433408543898
564,83.46751512559132
565,84.44820844735996
566,82.69312047070466
567,77.0749179231077
568,74.59389660115272
569,77.69603563222144
570,81.42904287493256
571,83.34250568264227
572,85.83207521133164
573,80.96325819949192
574,84.63015070207052
575,84.75390445445636
576,83.81905954261455
577,82.05964959148687
578,80.4057220166852
579,82.71398280687814
580,85.49101900164094
581,80.52441809159555
582,88.127158975937
583,81.98363929680048
584,82.17414761655954
585,81.79354283053242
586,78.52815508100151
587,86.80950460181748
588,87.241555478941
589,77.33742219029563
590,85.75159263688249
591,82.41086518186992
592,78.45330677775485
593,82.70562879710033
594,86.89133023472777
595,81.45956393334671
596,86.26684789845461
597,82.91655205643013
598,86.34894169806367
599,87.02679098465401
600,86.45409465709598
601,88.51537143469335
602,85.89690625669941
603,87.83239659681914
604,86.81034989707808
605,88.7550304482233
606,92.22203756220996
607,88.04432786457822
608,84.91363242894553
609,88.98576288822998
610,89.92851583367823
611,87.37996277825576
612,90.38823127540414
613,85.80599329566235
614,85.92247718328194
615,89.22501235430747
616,89.4126638776785
617,88.56614662759974
618,89.60391665075807
619,89.74732826532826
620,84.12880738061821
621,90.66461618525183
622,89.07699053100076
623,88.08647577125139
624,90.00796237569433
625,88.22532189193576
626,90.37260492474904
627,89.36420622069036
628,88.23540703761084
629,90.62696781456397
630,91.31888015431976
631,91.59597516802273
632,89.72380241251511
633,85.79528503364368
634,85.5138280103817
635,91.25903300268665
636,90.92725451669105
637,91.55153518416789
638,89.15818816658204
639,91.04116549391865
640,92.04475729150921
641,85.4467535509309
642,88.44863377323463
643,89.7530468325102
644,89.89963085767204
645,91.68635174019379
646,90.96279517911776
647,90.28834776622371
648,91.07868787543725
649,91.35403375175915
650,91.47470584300925
651,93.33196014646582
652,90.7960126609748
653,91.9047822892878
654,89.63211612263979
655,93.30038502154812
656,87.09992355666986
657,89.23713983399921
658,90.19749684883604
659,89.73938013598875
660,88.49810328411945
661,88.61996944649582
662,92.7615738343319
663,90.66043321231419
664,91.1773398905122
665,91.46387790336473
666,87.95771816847642
667,91.00205727850633
668,91.85090021028613
669,93.26233860762905
670,91.13827914253729
671,91.17204386373844
672,87.78996755968636
673,89.70280885973233
674,86.86744554309024
675,91.26564021318407
676,88.25648571328153
677,90.18576098184302
678,92.63138776698902
